id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD019963,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Quintus Annius Felix Aurgitanus nnum LXXV pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Quintus Annius Felix Aurgitanus annorum LXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum quintus annius felix aurgitanus annorum lxxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Quintus Annius Felix Aurgitanus annorum LXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD020164,0171,0230,2.159,41.3888,altar,Spain,Dis Manibus Porcio Ceriali Trocina Philumene marito bene merenti,altar,epitaph,Spain,Dis Manibus Porcio Ceriali Trocina Philumene marito bene merenti,dis manibus porcio ceriali trocina philumene marito bene merenti,Dis Manibus Porcio Ceriali Trocina Philumene marito bene merenti,dis manibus
HD020173,NA,NA,-1.3154,42.433,NA,Spain,Dis Manibus Valerius Mar Corneliae uxsori sic titulum posuit,NULL,NULL,Spain,Dis Manibus Valerius Mar Corneliae uxsori titulum posuit,dis manibus valerius mar corneliae uxsori titulum posuit,Dis Manibus Valerius Mar Corneliae uxsori titulum posuit,dis manibus
HD020185,0151,0250,-3.7833,37.7667,altar,Spain,Dis Manibus sacrum Iulius Gemellus Astigi annorum LXXX pius in suis sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Iulius Gemellus Astigi annorum LXXX pius in suis sit tibi terra levis,dis manibus sacrum iulius gemellus astigi annorum lxxx pius in suis sit tibi terra levis,Dis Manibus sacrum Iulius Gemellus Astigi annorum LXXX pius in suis sit tibi terra levis,dis manibus sacrum
HD020191,0101,0200,-4.4259,37.4742,stele,Spain,Dis Manibus sacrum Marcus Perpernas Marci filius Tuscinus Igabrensis nnorum LXXII pius in suis hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Marcus Perpernas Marci filius Tuscinus Igabrensis annorum LXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum marcus perpernas marci filius tuscinus igabrensis annorum lxxii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Perpernas Marci filius Tuscinus Igabrensis annorum LXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD020194,0101,0200,-4.1842,37.872,tabula,Spain,Dis Manibus sacrum quis LI sedEN peractu I CCIN nomenS CAMO S filiae  matri  e coniung iuvenali insedere  Arabs MO fore super in sic voluisse  SVS matri salvaque fuit ONISCISEXISETO offerto votisque solutis MAPIIXSVSCAROSEOSP temere M IMPR fatalis ERM TOS fratres TRACTATEI VS matri contusus N effudi NIETTORO supremATI me miserum sed tellus haec possidet M extremum diem resolvit in aetate beata sed iam si miraris ista TAFISCESDO eadem LISIQ  iustus VIOTI             ,tabula,epitaph,Spain,Dis Manibus sacrum quis LI sed EN peractu I C CI N nomen S CA MO S filiae matri e coniung iuvenali insedere Arabs MO fore super in sic voluisse SVS matri salva que fuit ONISCISEXISETO offerto votis que solutis MAPIIXSVSCAROSEOS P temere M IMPR fatalis ERM TOS fratres TRACTATEI VS matri contusus N effudi NIE T TO RO suprem ATI me miserum sed tellus haec possidet M extremum diem resolvit in aetate beata sed iam si miraris ista TAFISCESDO eadem L ISIQ iustus VIOTI,dis manibus sacrum quis li sed en peractu i c ci n nomen s ca mo s filiae matri e coniung iuvenali insedere arabs mo fore super in sic voluisse svs matri salva que fuit oniscisexiseto offerto votis que solutis mapiixsvscaroseos p temere m impr fatalis erm tos fratres tractatei vs matri contusus n effudi nie t to ro suprem ati me miserum sed tellus haec possidet m extremum diem resolvit in aetate beata sed iam si miraris ista tafiscesdo eadem l isiq iustus vioti,Dis Manibus sacrum quis LI sed EN peractu I C CI N nomen S CA MO S filiae matri e coniung iuvenali insedere Arabs MO fore super in sic voluisse SVS matri salva que fuit ONISCISEXISETO offerto votis que solutis MAPIIXSVSCAROSEOS P temere M IMPR fatalis ERM TOS fratres TRACTATEI VS matri contusus N effudi NIE T TO RO suprem ATI me miserum sed tellus haec possidet M extremum diem resolvit in aetate beata sed iam si miraris ista TAFISCESDO eadem L ISIQ iustus VIOTI,dis manibus sacrum
HD020203,NA,NA,-8.3,42.6833,NA,Spain,Dis Manibus sacrum Liciniae Licini filiae annorum XX             ,NULL,NULL,Spain,Dis Manibus sacrum Liciniae Licini filiae annorum XX,dis manibus sacrum liciniae licini filiae annorum xx,Dis Manibus sacrum Liciniae Licini filiae annorum XX,dis manibus sacrum
HD021927,NA,NA,1.25,41.1167,NA,Spain,Dis Manibus  Fabio Demetrio magistro grammatico Quintus Fabius fratri piissimo bene merenti,NULL,NULL,Spain,Dis Manibus Fabio Demetrio magistro grammatico Quintus Fabius fratri piissimo bene merenti,dis manibus fabio demetrio magistro grammatico quintus fabius fratri piissimo bene merenti,Dis Manibus Fabio Demetrio magistro grammatico Quintus Fabius fratri piissimo bene merenti,dis manibus
HD022183,NA,NA,1.25,41.1167,NA,Spain,Dis Manibus Aemili Assaraci plumbari Clodia Canilla marito bene merenti fecit,NULL,NULL,Spain,Dis Manibus Aemili Assaraci plumbari Clodia Canilla marito bene merenti fecit,dis manibus aemili assaraci plumbari clodia canilla marito bene merenti fecit,Dis Manibus Aemili Assaraci plumbari Clodia Canilla marito bene merenti fecit,dis manibus
HD022798,NA,NA,-7.0023,39.2208,NA,Spain,Dis Manibus sacrum Caius Valerius Maxsumus sic Caesaraugusta veteranus legionis VII geminae felicis nnorum LV hic situs est sit tibi terra levis Valeria Maxsuma sic patri pio faciendum curavit,NULL,NULL,Spain,Dis Manibus sacrum Caius Valerius Maxsumus Caesaraugusta veteranus legionis VII geminae felicis annorum LV hic situs est sit tibi terra levis Valeria Maxsuma patri pio faciendum curavit,dis manibus sacrum caius valerius maxsumus caesaraugusta veteranus legionis vii geminae felicis annorum lv hic situs est sit tibi terra levis valeria maxsuma patri pio faciendum curavit,Dis Manibus sacrum Caius Valerius Maxsumus Caesaraugusta veteranus legionis VII geminae felicis annorum LV hic situs est sit tibi terra levis Valeria Maxsuma patri pio faciendum curavit,dis manibus sacrum
HD023821,NA,NA,-6.056,42.4588,NA,Spain,Dis Manibus sacrum Granio Forti veterano legionis VII geminae piae felicis annorum LXXXIIII et Vettiae Sabinae annorum L Aelia Priscilla parentibus ob memoriam,NULL,NULL,Spain,Dis Manibus sacrum Granio Forti veterano legionis VII geminae piae felicis annorum LXXXIIII et Vettiae Sabinae annorum L Aelia Priscilla parentibus ob memoriam,dis manibus sacrum granio forti veterano legionis vii geminae piae felicis annorum lxxxiiii et vettiae sabinae annorum l aelia priscilla parentibus ob memoriam,Dis Manibus sacrum Granio Forti veterano legionis VII geminae piae felicis annorum LXXXIIII et Vettiae Sabinae annorum L Aelia Priscilla parentibus ob memoriam,dis manibus sacrum
HD023824,NA,NA,-6.056,42.4588,NA,Spain,                Dis Manibus sacrum Aurelius Vegetus et Aelius Dento magistri collegi de suo dignissimo curaverunt collegio             ,NULL,NULL,Spain,Dis Manibus sacrum Aurelius Vegetus et Aelius Dento magistri collegi de suo dignissimo curaverunt collegio,dis manibus sacrum aurelius vegetus et aelius dento magistri collegi de suo dignissimo curaverunt collegio,Dis Manibus sacrum Aurelius Vegetus et Aelius Dento magistri collegi de suo dignissimo curaverunt collegio,dis manibus sacrum
HD023827,NA,NA,-5.5718,42.5999,NA,Spain,Dis Manibus sacrum Aurelio Iuliano militi legionis VII geminae vixit annos XXXV Postumia Marcella uxor marito pientissimo faciendum curavit,NULL,NULL,Spain,Dis Manibus sacrum Aurelio Iuliano militi legionis VII geminae vixit annos XXXV Postumia Marcella uxor marito pientissimo faciendum curavit,dis manibus sacrum aurelio iuliano militi legionis vii geminae vixit annos xxxv postumia marcella uxor marito pientissimo faciendum curavit,Dis Manibus sacrum Aurelio Iuliano militi legionis VII geminae vixit annos XXXV Postumia Marcella uxor marito pientissimo faciendum curavit,dis manibus sacrum
HD023842,NA,NA,-5.5718,42.5999,NA,Spain,Dis Manibus sacrum Marcus Aurelius Victor miles legionis VII geminae piae felicis natione Saxsensi nnrum XVL stipendiorum XXV optioque in eadem legione  pedes VIIII a ,NULL,NULL,Spain,Dis Manibus sacrum Marcus Aurelius Victor miles legionis VII geminae piae felicis natione Saxsensi annorum XVL stipendiorum XXV optio que in eadem legione pedes VIIII a,dis manibus sacrum marcus aurelius victor miles legionis vii geminae piae felicis natione saxsensi annorum xvl stipendiorum xxv optio que in eadem legione pedes viiii a,Dis Manibus sacrum Marcus Aurelius Victor miles legionis VII geminae piae felicis natione Saxsensi annorum XVL stipendiorum XXV optio que in eadem legione pedes VIIII a,dis manibus sacrum
HD023845,NA,NA,-5.5718,42.5999,NA,Spain,Dis Manibus Flavio Sabino lancario sic vixit annos XXXII mensem I dies XIIII Flavius Festus filio pientissimo et desiderantissimo faciendum curavit             ,NULL,NULL,Spain,Dis Manibus Flavio Sabino lancario vixit annos XXXII mensem I dies XIIII Flavius Festus filio pientissimo et desiderantissimo faciendum curavit,dis manibus flavio sabino lancario vixit annos xxxii mensem i dies xiiii flavius festus filio pientissimo et desiderantissimo faciendum curavit,Dis Manibus Flavio Sabino lancario vixit annos XXXII mensem I dies XIIII Flavius Festus filio pientissimo et desiderantissimo faciendum curavit,dis manibus
HD024101,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Lucio Iulio Apolausto argentario vasclario fecit Lettia Valentina marito optimo             ,altar,epitaph,Spain,Dis Manibus Lucio Iulio Apolausto argentario vasclario fecit Lettia Valentina marito optimo,dis manibus lucio iulio apolausto argentario vasclario fecit lettia valentina marito optimo,Dis Manibus Lucio Iulio Apolausto argentario vasclario fecit Lettia Valentina marito optimo,dis manibus
HD024125,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Antoniae Gai filiae Maximillae annorum LXXVI             ,altar,epitaph,Spain,Dis Manibus Antoniae Gai filiae Maximillae annorum LXXVI,dis manibus antoniae gai filiae maximillae annorum lxxvi,Dis Manibus Antoniae Gai filiae Maximillae annorum LXXVI,dis manibus
HD024128,0101,0200,-0.3768,39.4702,NA,Spain,Dis Manibus Antoniae Valentinae nnorum XL Antonia Veneriosa sorori pientissimae,NULL,epitaph,Spain,Dis Manibus Antoniae Valentinae annorum XL Antonia Veneriosa sorori pientissimae,dis manibus antoniae valentinae annorum xl antonia veneriosa sorori pientissimae,Dis Manibus Antoniae Valentinae annorum XL Antonia Veneriosa sorori pientissimae,dis manibus
HD024143,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Caeciliae Primitivae annorum XVII Antonia Onesicratia alumnae pientissimae             ,altar,epitaph,Spain,Dis Manibus Caeciliae Primitivae annorum XVII Antonia Onesicratia alumnae pientissimae,dis manibus caeciliae primitivae annorum xvii antonia onesicratia alumnae pientissimae,Dis Manibus Caeciliae Primitivae annorum XVII Antonia Onesicratia alumnae pientissimae,dis manibus
HD024146,0201,0300,-0.3768,39.4702,statue base,Spain,Dis Manibus Calventio Mattio annorum LXX Victoricus fratri Herennia Protis marito bene merenti fecerunt,statue base,epitaph,Spain,Dis Manibus Calventio Mattio annorum LXX Victoricus fratri Herennia Protis marito bene merenti fecerunt,dis manibus calventio mattio annorum lxx victoricus fratri herennia protis marito bene merenti fecerunt,Dis Manibus Calventio Mattio annorum LXX Victoricus fratri Herennia Protis marito bene merenti fecerunt,dis manibus
HD024149,0201,0300,-0.3768,39.4702,altar,Spain,Dis Manibus Carviliae Martae posuit bene merenti Zoe alumna,altar,epitaph,Spain,Dis Manibus Carviliae Martae posuit bene merenti Zoe alumna,dis manibus carviliae martae posuit bene merenti zoe alumna,Dis Manibus Carviliae Martae posuit bene merenti Zoe alumna,dis manibus
HD024152,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Luci Cassi Urbici Cassia Accepta marito bene merenti et sibi annorum XXXV             ,altar,epitaph,Spain,Dis Manibus Luci Cassi Urbici Cassia Accepta marito bene merenti et sibi annorum XXXV,dis manibus luci cassi urbici cassia accepta marito bene merenti et sibi annorum xxxv,Dis Manibus Luci Cassi Urbici Cassia Accepta marito bene merenti et sibi annorum XXXV,dis manibus
HD024164,0101,0200,-0.3768,39.4702,architectural member,Spain,Dis Manibus Domitio Victori defuncto annis XLVIII Herennia  Primitiva uxor marito bene merenti             ,architectural member,epitaph,Spain,Dis Manibus Domitio Victori defuncto annis XLVIII Herennia Primitiva uxor marito bene merenti,dis manibus domitio victori defuncto annis xlviii herennia primitiva uxor marito bene merenti,Dis Manibus Domitio Victori defuncto annis XLVIII Herennia Primitiva uxor marito bene merenti,dis manibus
HD024167,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Fabio Caridiano annorum LXXV Fabius Caridianus patri pientissimo et Fabia Aegiale marito optimo bene merenti,altar,epitaph,Spain,Dis Manibus Fabio Caridiano annorum LXXV Fabius Caridianus patri pientissimo et Fabia Aegiale marito optimo bene merenti,dis manibus fabio caridiano annorum lxxv fabius caridianus patri pientissimo et fabia aegiale marito optimo bene merenti,Dis Manibus Fabio Caridiano annorum LXXV Fabius Caridianus patri pientissimo et Fabia Aegiale marito optimo bene merenti,dis manibus
HD024170,0151,0250,-0.3768,39.4702,tabula,Spain,Dis Manibus Flavinus Flaviae sorori bene mer(enti) vicxix sic annos XX             ,tabula,epitaph,Spain,Dis Manibus Flavinus Flaviae sorori bene merenti vicxix annos XX,dis manibus flavinus flaviae sorori bene merenti vicxix annos xx,Dis Manibus Flavinus Flaviae sorori bene merenti vicxix annos XX,dis manibus
HD024173,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Marcus Fonteius Antitheus et Antonia Onesicratia viventes fecerunt sibi et suis             ,altar,epitaph,Spain,Dis Manibus Marcus Fonteius Antitheus et Antonia Onesicratia viventes fecerunt sibi et suis,dis manibus marcus fonteius antitheus et antonia onesicratia viventes fecerunt sibi et suis,Dis Manibus Marcus Fonteius Antitheus et Antonia Onesicratia viventes fecerunt sibi et suis,dis manibus
HD024179,0151,0250,-0.3768,39.4702,altar,Spain,Dis Manibus Cai Iuli Blandi nnorum XXVIIII mensium XI dierum XX Iulia COIMOIHO maritho sic,altar,epitaph,Spain,Dis Manibus Cai Iuli Blandi annorum XXVIIII mensium XI dierum XX Iulia COIMOIHO maritho,dis manibus cai iuli blandi annorum xxviiii mensium xi dierum xx iulia coimoiho maritho,Dis Manibus Cai Iuli Blandi annorum XXVIIII mensium XI dierum XX Iulia COIMOIHO maritho,dis manibus
HD024182,0101,0200,-0.3768,39.4702,NA,Spain,Dis Manibus Iuliae Eutychiae BarbaruAs#Barbarus#BARBARAS maritus bene merenti posuit,NULL,epitaph,Spain,Dis Manibus Iuliae Eutychiae Barbarus maritus bene merenti posuit,dis manibus iuliae eutychiae barbarus maritus bene merenti posuit,Dis Manibus Iuliae Eutychiae Barbarus maritus bene merenti posuit,dis manibus
HD024185,0101,0200,-0.3768,39.4702,tabula,Spain,Dis Manibus Iuliae Tyche Iulia Amica libertae             ,tabula,epitaph,Spain,Dis Manibus Iuliae Tyche Iulia Amica libertae,dis manibus iuliae tyche iulia amica libertae,Dis Manibus Iuliae Tyche Iulia Amica libertae,dis manibus
HD024191,0101,0200,-0.3768,39.4702,tabula,Spain,Dis Manibus Cnaeus L G sibi vivus fecit annorum LX             ,tabula,epitaph,Spain,Dis Manibus Cnaeus L G sibi vivus fecit annorum LX,dis manibus cnaeus l g sibi vivus fecit annorum lx,Dis Manibus Cnaeus L G sibi vivus fecit annorum LX,dis manibus
HD024200,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Publius Marcius Verecundus Marciae Augustinae libertae bene merenti             ,altar,epitaph,Spain,Dis Manibus Publius Marcius Verecundus Marciae Augustinae libertae bene merenti,dis manibus publius marcius verecundus marciae augustinae libertae bene merenti,Dis Manibus Publius Marcius Verecundus Marciae Augustinae libertae bene merenti,dis manibus
HD024203,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus Marcia  ,altar,epitaph,Spain,Dis Manibus Marcia,dis manibus marcia,Dis Manibus Marcia,dis manibus
HD024215,0101,0200,-0.3768,39.4702,NA,Spain,Dis Manibus Meliae annorum XXVIII et Felici nnorum XV memoriam fecit Diadumenus bene merentibus             ,NULL,epitaph,Spain,Dis Manibus Meliae annorum XXVIII et Felici annorum XV memoriam fecit Diadumenus bene merentibus,dis manibus meliae annorum xxviii et felici annorum xv memoriam fecit diadumenus bene merentibus,Dis Manibus Meliae annorum XXVIII et Felici annorum XV memoriam fecit Diadumenus bene merentibus,dis manibus
HD024230,0101,0200,-0.3768,39.4702,NA,Spain,Dis Manibus Lucio Vario Proculo annorum XVI Varia Procula filio pientissimo             ,NULL,epitaph,Spain,Dis Manibus Lucio Vario Proculo annorum XVI Varia Procula filio pientissimo,dis manibus lucio vario proculo annorum xvi varia procula filio pientissimo,Dis Manibus Lucio Vario Proculo annorum XVI Varia Procula filio pientissimo,dis manibus
HD024236,0101,0200,-0.3768,39.4702,NA,Spain,Sibi et suis posuit Dis Manibus Lucius Vinuleius Hesper V Primitivae coniugi bene merenti,NULL,epitaph,Spain,Sibi et suis posuit Dis Manibus Lucius Vinuleius Hesper V Primitivae coniugi bene merenti,sibi et suis posuit dis manibus lucius vinuleius hesper v primitivae coniugi bene merenti,Sibi et suis posuit Dis Manibus Lucius Vinuleius Hesper V Primitivae coniugi bene merenti,dis manibus
HD024248,0101,0200,-0.3768,39.4702,altar,Spain,Dis Manibus ,altar,epitaph,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD024311,0101,0200,-0.3768,39.4702,tabula,Spain,Dis Manibus Manio Philumeno Parthenope marito             ,tabula,epitaph,Spain,Dis Manibus Manio Philumeno Parthenope marito,dis manibus manio philumeno parthenope marito,Dis Manibus Manio Philumeno Parthenope marito,dis manibus
HD024317,0201,0300,-0.3768,39.4702,tabula,Spain,Dis Manibus  Zo VIV ? annorum ,tabula,epitaph,Spain,Dis Manibus Zo VIV annorum,dis manibus zo viv annorum,Dis Manibus Zo VIV annorum,dis manibus
HD024383,0101,0200,-0.5667,39.55,tabula,Spain,Dis Manibus Postumiae Cai filiae Aprullae flaminicae Saetabaugustanae nnum XVIIII Caius Postumius Successus filiae piissimae et sibi             ,tabula,epitaph,Spain,Dis Manibus Postumiae Cai filiae Aprullae flaminicae Saetabaugustanae annorum XVIIII Caius Postumius Successus filiae piissimae et sibi,dis manibus postumiae cai filiae aprullae flaminicae saetabaugustanae annorum xviiii caius postumius successus filiae piissimae et sibi,Dis Manibus Postumiae Cai filiae Aprullae flaminicae Saetabaugustanae annorum XVIIII Caius Postumius Successus filiae piissimae et sibi,dis manibus
HD024386,0151,0200,-0.5667,39.55,altar,Spain,Dis Manibus Antoniae Eucharidis Brinnius Anthinus uxori piae fidelissimae inconparabili nnorum XXXV fecit             ,altar,epitaph,Spain,Dis Manibus Antoniae Eucharidis Brinnius Anthinus uxori piae fidelissimae inconparabili annorum XXXV fecit,dis manibus antoniae eucharidis brinnius anthinus uxori piae fidelissimae inconparabili annorum xxxv fecit,Dis Manibus Antoniae Eucharidis Brinnius Anthinus uxori piae fidelissimae inconparabili annorum XXXV fecit,dis manibus
HD024389,0101,0200,-0.5667,39.55,NA,Spain,Dis Manibus Caeciliae Didymeni  Caster coniugi optimae ,NULL,epitaph,Spain,Dis Manibus Caeciliae Didymeni Caster coniugi optimae,dis manibus caeciliae didymeni caster coniugi optimae,Dis Manibus Caeciliae Didymeni Caster coniugi optimae,dis manibus
HD024506,0101,0200,-0.5942,39.6258,cippus,Spain,Dis Manibus Corneliae Pantherae uxori optumae Lucius Licinius Nicomedes et sibi             ,cippus,epitaph,Spain,Dis Manibus Corneliae Pantherae uxori optumae Lucius Licinius Nicomedes et sibi,dis manibus corneliae pantherae uxori optumae lucius licinius nicomedes et sibi,Dis Manibus Corneliae Pantherae uxori optumae Lucius Licinius Nicomedes et sibi,dis manibus
HD024539,0101,0200,-0.5942,39.6258,NA,Spain,Dis Manibus Primigenia hic sita est,NULL,epitaph,Spain,Dis Manibus Primigenia hic sita est,dis manibus primigenia hic sita est,Dis Manibus Primigenia hic sita est,dis manibus
HD024596,0101,0200,-0.5833,39.6,NA,Spain,Dis Manibus  Grattiae Cai filiae Crispinae annorum XXIIX Caecilia Artemis filiae piissimae et Caio Grattio Polynico nnum XX marito optimo et sibi             ,NULL,NULL,Spain,Dis Manibus Grattiae Cai filiae Crispinae annorum XXIIX Caecilia Artemis filiae piissimae et Caio Grattio Polynico annorum XX marito optimo et sibi,dis manibus grattiae cai filiae crispinae annorum xxiix caecilia artemis filiae piissimae et caio grattio polynico annorum xx marito optimo et sibi,Dis Manibus Grattiae Cai filiae Crispinae annorum XXIIX Caecilia Artemis filiae piissimae et Caio Grattio Polynico annorum XX marito optimo et sibi,dis manibus
HD024602,0101,0300,-0.5942,39.6258,altar?,Spain,Dis Manibus Liciniae Vetustae Lucius Caecilius Nicander uxori optimae             ,altar,epitaph,Spain,Dis Manibus Liciniae Vetustae Lucius Caecilius Nicander uxori optimae,dis manibus liciniae vetustae lucius caecilius nicander uxori optimae,Dis Manibus Liciniae Vetustae Lucius Caecilius Nicander uxori optimae,dis manibus
HD024617,NA,NA,-0.8167,39.7333,NA,Spain,Dis Manibus Atiliae Celsillae nnorum VI Otacilia Celsilla matri merentissimae,NULL,epitaph,Spain,Dis Manibus Atiliae Celsillae annorum VI Otacilia Celsilla matri merentissimae,dis manibus atiliae celsillae annorum vi otacilia celsilla matri merentissimae,Dis Manibus Atiliae Celsillae annorum VI Otacilia Celsilla matri merentissimae,dis manibus
HD024647,0101,0200,-0.8167,39.7333,tabula,Spain,Dis Manibus Licinio Eutycho Eutych ,tabula,epitaph,Spain,Dis Manibus Licinio Eutycho Eutych,dis manibus licinio eutycho eutych,Dis Manibus Licinio Eutycho Eutych,dis manibus
HD024674,0101,0200,-0.8167,39.7333,tabula?,Spain,Dis Manibus Victorinae filiae nnorum XX Chrysopolis mater             ,tabula,epitaph,Spain,Dis Manibus Victorinae filiae annorum XX Chrysopolis mater,dis manibus victorinae filiae annorum xx chrysopolis mater,Dis Manibus Victorinae filiae annorum XX Chrysopolis mater,dis manibus
HD024713,0101,0200,-0.5726,39.9134,tabula,Spain,Dis Manibus Valeriae Chariteni Damanitanae annorum LXX Valeria Charis liberta patronae optimae fecit             ,tabula,epitaph,Spain,Dis Manibus Valeriae Chariteni Damanitanae annorum LXX Valeria Charis liberta patronae optimae fecit,dis manibus valeriae chariteni damanitanae annorum lxx valeria charis liberta patronae optimae fecit,Dis Manibus Valeriae Chariteni Damanitanae annorum LXX Valeria Charis liberta patronae optimae fecit,dis manibus
HD024719,0101,0200,-0.5726,39.9134,stele,Spain,Dis Manibus Gaio Valerio Gai filio Galeria Rufino annorum XVII Porcia Charite mater filio pientissimo et s(ibi),stele,epitaph,Spain,Dis Manibus Gaio Valerio Gai filio Galeria Rufino annorum XVII Porcia Charite mater filio pientissimo et sibi,dis manibus gaio valerio gai filio galeria rufino annorum xvii porcia charite mater filio pientissimo et sibi,Dis Manibus Gaio Valerio Gai filio Galeria Rufino annorum XVII Porcia Charite mater filio pientissimo et sibi,dis manibus
HD024740,0101,0200,-0.5726,39.9134,stele,Spain,Dis Manibus Domitiae Tertullae annorum LV             ,stele,epitaph,Spain,Dis Manibus Domitiae Tertullae annorum LV,dis manibus domitiae tertullae annorum lv,Dis Manibus Domitiae Tertullae annorum LV,dis manibus
HD024770,0101,0200,-0.5726,39.9134,stele,Spain,Dis Manibus biae T ,stele,epitaph,Spain,Dis Manibus biae T,dis manibus biae t,Dis Manibus biae T,dis manibus
HD024833,0101,0130,-0.4833,39.85,NA,Spain,Dis Manibus Marcianae  Erasus Victoria filia annorum  hic sita est             ,NULL,epitaph,Spain,Dis Manibus Marcianae Erasus Victoria filia annorum hic sita est,dis manibus marcianae erasus victoria filia annorum hic sita est,Dis Manibus Marcianae Erasus Victoria filia annorum hic sita est,dis manibus
HD024901,NA,NA,1.25,41.1167,NA,Spain,Dis Manibus Aureliae Piae coniugi sanctissimae et inconparabili sic annorum XXX quae mecum vixit annos plus minus XIIII mater Lutati Pisti Luxuri dulcis sit tibi terra levis Caius Lutatius Pistus fecit             ,NULL,NULL,Spain,Dis Manibus Aureliae Piae coniugi sanctissimae et inconparabili annorum XXX quae mecum vixit annos plus minus XIIII mater Lutati Pisti Luxuri dulcis sit tibi terra levis Caius Lutatius Pistus fecit,dis manibus aureliae piae coniugi sanctissimae et inconparabili annorum xxx quae mecum vixit annos plus minus xiiii mater lutati pisti luxuri dulcis sit tibi terra levis caius lutatius pistus fecit,Dis Manibus Aureliae Piae coniugi sanctissimae et inconparabili annorum XXX quae mecum vixit annos plus minus XIIII mater Lutati Pisti Luxuri dulcis sit tibi terra levis Caius Lutatius Pistus fecit,dis manibus
HD025136,0151,0230,-3.6927,37.7416,altar,Spain,Dis Manibus sacrum Cnaeo Cornelio Capitoni decurioni Mentesano nnum XLIII pius in suis monimentum sibi fieri testamento suo adscripsit ab Corneliis Florido Italiciano Septimio libertis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Cnaeo Cornelio Capitoni decurioni Mentesano annorum XLIII pius in suis monimentum sibi fieri testamento suo adscripsit ab Corneliis Florido Italiciano Septimio libertis hic situs est sit tibi terra levis,dis manibus sacrum cnaeo cornelio capitoni decurioni mentesano annorum xliii pius in suis monimentum sibi fieri testamento suo adscripsit ab corneliis florido italiciano septimio libertis hic situs est sit tibi terra levis,Dis Manibus sacrum Cnaeo Cornelio Capitoni decurioni Mentesano annorum XLIII pius in suis monimentum sibi fieri testamento suo adscripsit ab Corneliis Florido Italiciano Septimio libertis hic situs est sit tibi terra levis,dis manibus sacrum
HD025193,0151,0250,-3.6927,37.7416,altar,Spain,Dis Manibus sacrum Baebia Faustiana Ilubariensia annorum LVIII hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Baebia Faustiana Ilubariensia annorum LVIII hic sita est sit tibi terra levis,dis manibus sacrum baebia faustiana ilubariensia annorum lviii hic sita est sit tibi terra levis,Dis Manibus sacrum Baebia Faustiana Ilubariensia annorum LVIII hic sita est sit tibi terra levis,dis manibus sacrum
HD025199,0201,0300,-0.2667,39.6833,tabula,Spain,Dis Manibus  Anerio r X primo  pontifici Fulvia marito C ,tabula,epitaph,Spain,Dis Manibus Anerio r X primo pontifici Fulvia marito C,dis manibus anerio r x primo pontifici fulvia marito c,Dis Manibus Anerio r X primo pontifici Fulvia marito C,dis manibus
HD025223,0151,0200,-0.2667,39.6833,block,Spain,Dis Manibus Luci Aeli Caerialis magistro artis grammaticae Lucius Aelius Aelianus libertus patrono bene merito vixit nnis LXXXV             ,block,epitaph,Spain,Dis Manibus Luci Aeli Caerialis magistro artis grammaticae Lucius Aelius Aelianus libertus patrono bene merito vixit annis LXXXV,dis manibus luci aeli caerialis magistro artis grammaticae lucius aelius aelianus libertus patrono bene merito vixit annis lxxxv,Dis Manibus Luci Aeli Caerialis magistro artis grammaticae Lucius Aelius Aelianus libertus patrono bene merito vixit annis LXXXV,dis manibus
HD025340,0171,0300,-0.2667,39.6833,NA,Spain,Dis Manibus Baebiae Niceni Felix uxori dulcissimae,NULL,NULL,Spain,Dis Manibus Baebiae Niceni Felix uxori dulcissimae,dis manibus baebiae niceni felix uxori dulcissimae,Dis Manibus Baebiae Niceni Felix uxori dulcissimae,dis manibus
